famiglia,strategia,configurazioni,scelta_in_stima_%,resa_in_verifica_%,prime5_mediana_%,mediana_verifica_%,rho
nuova,squeeze_breakout,108,80.2,16.6,16.6,7.1,-0.28
nuova,ichimoku_trend,12,76.4,12.6,12.6,10.5,0.29
nuova,donchian_breakout,256,224.7,-11.4,19.1,-1.6,0.35
nuova,band_reversion_gated,60,50.2,-28.8,-18.2,-18.2,0.24
nuova,trend_pullback,72,197.8,-40.8,-39.2,-33.5,-0.03
