griglia,configurazioni,scelta_su_stima_%,resa_in_verifica_%,prime10_mediana_verifica_%,prime10_in_utile_%,migliore_in_verifica_%,mediana_in_verifica_%,percentile_della_scelta,correlazione_stima_verifica,parametri_scelti
close_buy_sell_limits,103,48.0,-11.6,-24.8,0.0,-0.1,-46.5,92.2,0.47,"rsi_window=7, rsi_window2=24, rsi_window3=36, ema_window=50, ema_window2=50, ema_window3=200, atr_window=14, atr_multiplier=2.5, kama_pow1=2, kama_pow2=30, rsi_buy_limit=25, rsi_sell_limit=60, num_cond=1"
close_atr,50,51.3,-40.5,-35.1,0.0,141.2,-24.2,14.0,-0.17,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=20, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=0.8, kama_pow1=2, kama_pow2=30, stop_loss=99.0"
atr_bands,46,77.7,-37.4,88.2,60.0,227.7,4.4,15.2,-0.1,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=7, atr_multiplier=1.2, kama_pow1=2, kama_pow2=30, stop_loss=99.0"
supertrend,20,185.3,-30.5,-29.6,20.0,24.4,-27.8,35.0,0.14,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=20, atr_multiplier=0.8, kama_pow1=2, kama_pow2=30"
tp_sl_atr,44,170.4,-45.3,-37.6,0.0,20.9,-23.1,11.4,-0.45,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=1.2, kama_pow1=2, kama_pow2=30"
close_rsi_reverse,23,141.7,31.1,31.7,80.0,71.7,15.0,69.6,0.69,"rsi_window=12, rsi_window2=21, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=1.6, kama_pow1=2, kama_pow2=30"
green_candles,1,288.4,-41.4,-41.4,0.0,-41.4,-41.4,0.0,,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=1.6, kama_pow1=2, kama_pow2=30"
atr_live_trade,2,15.3,-67.7,-70.0,0.0,-67.7,-70.0,50.0,1.0,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=14, atr_multiplier=1.2, kama_pow1=2, kama_pow2=30, stop_loss=99.0"
