strategia,filtro,senza_mediana_%,con_mediana_%,senza_in_utile_%,con_in_utile_%,senza_trade_anno,con_trade_anno
band_reversion_gated,filtro di range (ADX),-31.3,-20.7,5.6,0.0,5.5,1.0
band_reversion_gated,filtro di trend,-35.9,-13.4,0.0,2.8,2.7,0.7
donchian_breakout,filtro di trend (EMA lunga),156.4,149.9,68.8,70.3,21.5,19.0
donchian_breakout,filtro ADX,326.9,121.4,73.4,68.2,24.5,18.5
ichimoku_trend,conferma della nuvola,3800.0,1785.7,100.0,100.0,59.4,23.5
squeeze_breakout,conferma di volume (OBV),-19.3,-5.7,40.7,48.1,26.4,23.2
trend_pullback,filtro di trend (EMA lunga),-20.5,91.7,44.4,88.9,116.3,52.2
