famiglia,strategia,configurazioni,scelta_in_stima_%,resa_in_verifica_%,prime5_mediana_%,mediana_verifica_%,rho
nuova,ichimoku_trend,11,169.3,14.4,17.0,3.1,0.32
nuova,trend_pullback,72,-10.6,-9.0,-17.2,-13.6,-0.12
nuova,band_reversion_gated,30,32.1,-18.5,-29.2,-29.2,0.17
nuova,squeeze_breakout,72,1164.1,-45.9,-19.7,-20.5,-0.13
nuova,donchian_breakout,170,2456.9,-62.6,-62.6,22.8,-0.31
