famiglia,strategia,configurazioni,scelta_in_stima_%,resa_in_verifica_%,prime5_mediana_%,mediana_verifica_%,rho
nuova,ichimoku_trend,12,88.6,37.1,19.8,-6.7,0.6
nuova,squeeze_breakout,108,45.4,0.6,0.6,5.2,-0.07
nuova,band_reversion_gated,66,8.8,-0.3,-12.0,-9.6,0.39
nuova,donchian_breakout,256,476.1,-8.6,36.4,34.1,-0.24
nuova,trend_pullback,72,59.0,-51.2,-12.3,-19.6,0.03
