griglia,configurazioni,scelta_su_stima_%,resa_in_verifica_%,prime10_mediana_verifica_%,prime10_in_utile_%,migliore_in_verifica_%,mediana_in_verifica_%,percentile_della_scelta,correlazione_stima_verifica,parametri_scelti
close_buy_sell_limits,92,139.1,8.2,8.0,90.0,61.6,11.3,34.8,0.05,"rsi_window=7, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=2.5, kama_pow1=2, kama_pow2=30, rsi_buy_limit=30, rsi_sell_limit=60, num_cond=1"
close_atr,55,32.3,33.7,18.6,90.0,73.8,16.9,72.7,0.14,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=50, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=1.2, kama_pow1=2, kama_pow2=30, stop_loss=2.0"
atr_bands,44,261.9,163.3,163.7,100.0,294.5,62.2,77.3,0.44,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=14, atr_multiplier=0.8, kama_pow1=2, kama_pow2=30, stop_loss=5.0"
supertrend,29,561.7,1.6,2.6,70.0,247.7,10.0,34.5,-0.28,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=1.2, kama_pow1=2, kama_pow2=30"
tp_sl_atr,48,663.3,-14.7,-22.3,0.0,88.9,-13.9,47.9,-0.38,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=20, atr_multiplier=1.6, kama_pow1=2, kama_pow2=30"
close_rsi_reverse,23,997.0,46.1,28.3,100.0,92.6,20.3,73.9,0.5,"rsi_window=12, rsi_window2=14, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=1.6, kama_pow1=2, kama_pow2=30"
green_candles,1,582.5,-23.9,-23.9,0.0,-23.9,-23.9,0.0,,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=5, atr_multiplier=1.6, kama_pow1=2, kama_pow2=30"
atr_live_trade,2,-32.2,56.9,60.9,100.0,65.0,60.9,0.0,-1.0,"rsi_window=12, rsi_window2=24, rsi_window3=36, ema_window=10, ema_window2=50, ema_window3=200, atr_window=10, atr_multiplier=1.2, kama_pow1=2, kama_pow2=30, stop_loss=99.0"
