famiglia,strategia,configurazioni,scelta_in_stima_%,resa_in_verifica_%,prime5_mediana_%,mediana_verifica_%,rho
nuova,squeeze_breakout,96,1647.4,63.1,0.9,0.6,0.31
nuova,ichimoku_trend,12,9681.9,-13.9,13.5,-0.2,0.48
nuova,band_reversion_gated,57,356.2,-41.9,-25.0,-21.3,0.4
nuova,donchian_breakout,256,2890.1,-45.6,-33.7,-41.3,0.21
nuova,trend_pullback,72,923.9,-71.3,-36.8,-57.8,0.38
